# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1498528	1498785	+	WP_227716953.1	WP_227716953.1		hypothetical protein		10668889	MSWAN_RS06880	258	85	
gene	pseudogene	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1499317	1500318	+						32173606	MSWAN_RS12480	1002		pseudo
CDS	without_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1499317	1500318	+				transposase		32173606	MSWAN_RS12480	1002		pseudo
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1500725	1501216	+						10668891	MSWAN_RS06885	492		old_locus_tag=MSWAN_1386
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1500725	1501216	+	WP_013825901.1	WP_013825901.1		hypothetical protein		10668891	MSWAN_RS06885	492	163	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1501320	1502228	+						10668892	MSWAN_RS06890	909		old_locus_tag=MSWAN_1387
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1501320	1502228	+	WP_013825902.1	WP_013825902.1		hypothetical protein		10668892	MSWAN_RS06890	909	302	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1502568	1503875	-						25394791	MSWAN_RS12295	1308		old_locus_tag=MSWAN_1388
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1502568	1503875	-	WP_013825903.1	WP_013825903.1		tetratricopeptide repeat protein		25394791	MSWAN_RS12295	1308	435	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1504767	1505684	+						10668895	MSWAN_RS06900	918		old_locus_tag=MSWAN_1390
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1504767	1505684	+	WP_013825905.1	WP_013825905.1		glycosyltransferase family 2 protein		10668895	MSWAN_RS06900	918	305	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1506491	1508254	+						10668896	MSWAN_RS06905	1764		old_locus_tag=MSWAN_1391
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1506491	1508254	+	WP_013825906.1	WP_013825906.1		Ig-like domain-containing protein		10668896	MSWAN_RS06905	1764	587	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1508862	1510448	-						10668897	MSWAN_RS06910	1587		old_locus_tag=MSWAN_1392
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1508862	1510448	-	WP_013825907.1	WP_013825907.1		glycosyltransferase family 39 protein		10668897	MSWAN_RS06910	1587	528	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1510658	1511563	+						10668898	MSWAN_RS06915	906		old_locus_tag=MSWAN_1393
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1510658	1511563	+	WP_013825908.1	WP_013825908.1		thymidylate synthase		10668898	MSWAN_RS06915	906	301	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1511692	1512456	+					cobM	10668899	MSWAN_RS06920	765		old_locus_tag=MSWAN_1394
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1511692	1512456	+	WP_013825909.1	WP_013825909.1		precorrin-4 C(11)-methyltransferase	cobM	10668899	MSWAN_RS06920	765	254	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1512986	1516204	-						10668900	MSWAN_RS06925	3219		old_locus_tag=MSWAN_1395
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1512986	1516204	-	WP_013825910.1	WP_013825910.1		Ig-like domain repeat protein		10668900	MSWAN_RS06925	3219	1072	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1516993	1517175	+						24879816	MSWAN_RS06930	183		
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1516993	1517175	+	WP_048187999.1	WP_048187999.1		hypothetical protein		24879816	MSWAN_RS06930	183	60	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1517316	1518077	+						10668901	MSWAN_RS06935	762		old_locus_tag=MSWAN_1396
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1517316	1518077	+	WP_013825911.1	WP_013825911.1		stage II sporulation protein M		10668901	MSWAN_RS06935	762	253	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1518374	1519396	-						10668902	MSWAN_RS06940	1023		old_locus_tag=MSWAN_1397
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1518374	1519396	-	WP_013825912.1	WP_013825912.1		adenylosuccinate synthetase		10668902	MSWAN_RS06940	1023	340	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1519539	1520867	-						10668903	MSWAN_RS06945	1329		old_locus_tag=MSWAN_1398
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1519539	1520867	-	WP_013825913.1	WP_013825913.1		ATP-binding protein		10668903	MSWAN_RS06945	1329	442	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1521107	1521295	+						10668904	MSWAN_RS06950	189		old_locus_tag=MSWAN_1399
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1521107	1521295	+	WP_013825914.1	WP_013825914.1		hypothetical protein		10668904	MSWAN_RS06950	189	62	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1521584	1522771	+						10668905	MSWAN_RS06955	1188		old_locus_tag=MSWAN_1400
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1521584	1522771	+	WP_013825915.1	WP_013825915.1		ATP-binding protein		10668905	MSWAN_RS06955	1188	395	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1522867	1523637	-						10668906	MSWAN_RS06960	771		old_locus_tag=MSWAN_1401
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1522867	1523637	-	WP_013825916.1	WP_013825916.1		carboxymuconolactone decarboxylase family protein		10668906	MSWAN_RS06960	771	256	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1523978	1524649	+						10668907	MSWAN_RS06965	672		old_locus_tag=MSWAN_1402
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1523978	1524649	+	WP_013825917.1	WP_013825917.1		DUF2807 domain-containing protein		10668907	MSWAN_RS06965	672	223	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1525075	1525431	+						10668908	MSWAN_RS06970	357		old_locus_tag=MSWAN_1403
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1525075	1525431	+	WP_013825918.1	WP_013825918.1		VOC family protein		10668908	MSWAN_RS06970	357	118	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1525715	1526071	+						10668909	MSWAN_RS06975	357		old_locus_tag=MSWAN_1404
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1525715	1526071	+	WP_013825919.1	WP_013825919.1		hypothetical protein		10668909	MSWAN_RS06975	357	118	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1526094	1526849	+						25394792	MSWAN_RS12300	756		old_locus_tag=MSWAN_1405
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1526094	1526849	+	WP_013825920.1	WP_013825920.1		hypothetical protein		25394792	MSWAN_RS12300	756	251	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1527016	1527132	+						32173607	MSWAN_RS12485	117		old_locus_tag=MSWAN_1406
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1527016	1527132	+	WP_013825921.1	WP_013825921.1		zinc-ribbon domain-containing protein		32173607	MSWAN_RS12485	117	38	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1527205	1527612	+						10668912	MSWAN_RS06985	408		old_locus_tag=MSWAN_1407
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1527205	1527612	+	WP_013825922.1	WP_013825922.1		Ig-like domain-containing protein		10668912	MSWAN_RS06985	408	135	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1527927	1528274	-						10668913	MSWAN_RS06990	348		old_locus_tag=MSWAN_1408
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1527927	1528274	-	WP_013825923.1	WP_013825923.1		hypothetical protein		10668913	MSWAN_RS06990	348	115	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1528860	1529774	-						10668914	MSWAN_RS06995	915		old_locus_tag=MSWAN_1409
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1528860	1529774	-	WP_013825924.1	WP_013825924.1		Ig-like domain-containing protein		10668914	MSWAN_RS06995	915	304	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1529771	1530721	-						10668915	MSWAN_RS07000	951		old_locus_tag=MSWAN_1410
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1529771	1530721	-	WP_013825925.1	WP_013825925.1		hypothetical protein		10668915	MSWAN_RS07000	951	316	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1536732	1536995	-					cas2	10668916	MSWAN_RS07005	264		old_locus_tag=MSWAN_1411
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1536732	1536995	-	WP_013825926.1	WP_013825926.1		CRISPR-associated endonuclease Cas2	cas2	10668916	MSWAN_RS07005	264	87	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1537001	1537945	-					cas1b	10668917	MSWAN_RS07010	945		old_locus_tag=MSWAN_1412
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1537001	1537945	-	WP_048188005.1	WP_048188005.1		type I-B CRISPR-associated endonuclease Cas1b	cas1b	10668917	MSWAN_RS07010	945	314	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1538061	1538582	-					cas4	10668918	MSWAN_RS07015	522		old_locus_tag=MSWAN_1413
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1538061	1538582	-	WP_048188364.1	WP_048188364.1		CRISPR-associated protein Cas4	cas4	10668918	MSWAN_RS07015	522	173	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1538608	1539333	-					cas6	10668919	MSWAN_RS07020	726		old_locus_tag=MSWAN_1414
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1538608	1539333	-	WP_013825929.1	WP_013825929.1		CRISPR-associated endoribonuclease Cas6	cas6	10668919	MSWAN_RS07020	726	241	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1539393	1541603	-						10668920	MSWAN_RS07025	2211		old_locus_tag=MSWAN_1415
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1539393	1541603	-	WP_013825930.1	WP_013825930.1		CRISPR-associated helicase/endonuclease Cas3		10668920	MSWAN_RS07025	2211	736	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1541613	1542230	-					cas5b	10668921	MSWAN_RS07030	618		old_locus_tag=MSWAN_1416
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1541613	1542230	-	WP_013825931.1	WP_013825931.1		type I-B CRISPR-associated protein Cas5b	cas5b	10668921	MSWAN_RS07030	618	205	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1542227	1543225	-					cas7i	10668922	MSWAN_RS07035	999		old_locus_tag=MSWAN_1417
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1542227	1543225	-	WP_013825932.1	WP_013825932.1		type I-B CRISPR-associated protein Cas7/Cst2/DevR	cas7i	10668922	MSWAN_RS07035	999	332	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1543226	1544599	-					cas8a1	10668923	MSWAN_RS07040	1374		old_locus_tag=MSWAN_1418
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1543226	1544599	-	WP_013825933.1	WP_013825933.1		type I-B CRISPR-associated protein Cas8b1/Cst1	cas8a1	10668923	MSWAN_RS07040	1374	457	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1545277	1546743	-						10668924	MSWAN_RS07045	1467		old_locus_tag=MSWAN_1419
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1545277	1546743	-	WP_013825934.1	WP_013825934.1		flippase		10668924	MSWAN_RS07045	1467	488	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1546886	1547275	+						10668925	MSWAN_RS07050	390		old_locus_tag=MSWAN_1420
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1546886	1547275	+	WP_052296851.1	WP_052296851.1		DUF2283 domain-containing protein		10668925	MSWAN_RS07050	390	129	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1547557	1548792	-						10668926	MSWAN_RS07055	1236		old_locus_tag=MSWAN_1421
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1547557	1548792	-	WP_013825936.1	WP_013825936.1		LL-diaminopimelate aminotransferase		10668926	MSWAN_RS07055	1236	411	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1549071	1550777	-						10668927	MSWAN_RS07060	1707		old_locus_tag=MSWAN_1422
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1549071	1550777	-	WP_013825937.1	WP_013825937.1		glutamate--tRNA ligase		10668927	MSWAN_RS07060	1707	568	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1551300	1552286	-						10668928	MSWAN_RS07065	987		old_locus_tag=MSWAN_1423
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1551300	1552286	-	WP_013825938.1	WP_013825938.1		polyprenyl synthetase family protein		10668928	MSWAN_RS07065	987	328	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1552376	1553728	-						10668929	MSWAN_RS07070	1353		old_locus_tag=MSWAN_1424
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1552376	1553728	-	WP_013825939.1	WP_013825939.1		RNase J family beta-CASP ribonuclease		10668929	MSWAN_RS07070	1353	450	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1553725	1554780	-					fni	10668930	MSWAN_RS07075	1056		old_locus_tag=MSWAN_1425
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1553725	1554780	-	WP_013825940.1	WP_013825940.1		type 2 isopentenyl-diphosphate Delta-isomerase	fni	10668930	MSWAN_RS07075	1056	351	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1554795	1555598	-						10668931	MSWAN_RS07080	804		old_locus_tag=MSWAN_1426
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1554795	1555598	-	WP_013825941.1	WP_013825941.1		isopentenyl phosphate kinase family protein		10668931	MSWAN_RS07080	804	267	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1556523	1557500	-					mvk	10668932	MSWAN_RS07085	978		old_locus_tag=MSWAN_1427
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1556523	1557500	-	WP_048188009.1	WP_048188009.1		mevalonate kinase	mvk	10668932	MSWAN_RS07085	978	325	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1557945	1558805	-						10668933	MSWAN_RS07090	861		old_locus_tag=MSWAN_1428
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1557945	1558805	-	WP_013825943.1	WP_013825943.1		MEMO1 family protein		10668933	MSWAN_RS07090	861	286	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1559205	1559801	-					rpsB	10668934	MSWAN_RS07095	597		old_locus_tag=MSWAN_1429
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1559205	1559801	-	WP_013825944.1	WP_013825944.1		30S ribosomal protein S2	rpsB	10668934	MSWAN_RS07095	597	198	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1559996	1560184	-						10668935	MSWAN_RS07100	189		old_locus_tag=MSWAN_1430
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1559996	1560184	-	WP_013825945.1	WP_013825945.1		4Fe-4S binding protein		10668935	MSWAN_RS07100	189	62	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1560315	1561571	-					eno	10668936	MSWAN_RS07105	1257		old_locus_tag=MSWAN_1431
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1560315	1561571	-	WP_013825946.1	WP_013825946.1		phosphopyruvate hydratase	eno	10668936	MSWAN_RS07105	1257	418	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1561717	1561890	-						10668937	MSWAN_RS07110	174		old_locus_tag=MSWAN_1432
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1561717	1561890	-	WP_013825947.1	WP_013825947.1		DNA-directed RNA polymerase subunit K		10668937	MSWAN_RS07110	174	57	
gene	tRNA	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562061	1562223	-						41371720	MSWAN_RS12675	163		
tRNA		GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562061	1562223	-				tRNA-Gln		41371720	MSWAN_RS12675	75		anticodon=TTG
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562238	1562405	-						10668938	MSWAN_RS07115	168		old_locus_tag=MSWAN_1433
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562238	1562405	-	WP_013825948.1	WP_013825948.1		DNA-directed RNA polymerase subunit N		10668938	MSWAN_RS07115	168	55	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562417	1562818	-						10668939	MSWAN_RS07120	402		old_locus_tag=MSWAN_1434
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562417	1562818	-	WP_013825949.1	WP_013825949.1		30S ribosomal protein S9		10668939	MSWAN_RS07120	402	133	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562837	1563259	-						10668940	MSWAN_RS07125	423		old_locus_tag=MSWAN_1435
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1562837	1563259	-	WP_013825950.1	WP_013825950.1		50S ribosomal protein L13		10668940	MSWAN_RS07125	423	140	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1563293	1563655	-						10668941	MSWAN_RS07130	363		old_locus_tag=MSWAN_1436
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1563293	1563655	-	WP_013825951.1	WP_013825951.1		50S ribosomal protein L18e		10668941	MSWAN_RS07130	363	120	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1563658	1564455	-						10668942	MSWAN_RS07135	798		old_locus_tag=MSWAN_1437
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1563658	1564455	-	WP_048188367.1	WP_048188367.1		DNA-directed RNA polymerase subunit D		10668942	MSWAN_RS07135	798	265	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1564495	1564887	-						10668943	MSWAN_RS07140	393		old_locus_tag=MSWAN_1438
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1564495	1564887	-	WP_013825953.1	WP_013825953.1		30S ribosomal protein S11		10668943	MSWAN_RS07140	393	130	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1564922	1565476	-						10668944	MSWAN_RS07145	555		old_locus_tag=MSWAN_1439
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1564922	1565476	-	WP_013825954.1	WP_013825954.1		30S ribosomal protein S4		10668944	MSWAN_RS07145	555	184	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1565533	1566000	-						10668945	MSWAN_RS07150	468		old_locus_tag=MSWAN_1440
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1565533	1566000	-	WP_013825955.1	WP_013825955.1		30S ribosomal protein S13		10668945	MSWAN_RS07150	468	155	
gene	tRNA	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1566344	1566428	-						10668946	MSWAN_RS07155	85		old_locus_tag=MSWAN_R0031
tRNA		GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1566344	1566428	-				tRNA-Ser		10668946	MSWAN_RS07155	85		anticodon=GGA
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1566715	1567677	-						10668947	MSWAN_RS07160	963		old_locus_tag=MSWAN_1441
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1566715	1567677	-	WP_013825956.1	WP_013825956.1		RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5		10668947	MSWAN_RS07160	963	320	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1567741	1567971	-						10668948	MSWAN_RS07165	231		old_locus_tag=MSWAN_1442
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1567741	1567971	-	WP_013825957.1	WP_013825957.1		50S ribosomal protein L14e		10668948	MSWAN_RS07165	231	76	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1567959	1568489	-						10668949	MSWAN_RS07170	531		old_locus_tag=MSWAN_1443
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1567959	1568489	-	WP_013825958.1	WP_013825958.1		AAA family ATPase		10668949	MSWAN_RS07170	531	176	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1568489	1568755	-						10668950	MSWAN_RS07175	267		old_locus_tag=MSWAN_1444
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1568489	1568755	-	WP_013825959.1	WP_013825959.1		50S ribosomal protein L34e		10668950	MSWAN_RS07175	267	88	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1568995	1569558	-						10668951	MSWAN_RS07180	564		old_locus_tag=MSWAN_1445
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1568995	1569558	-	WP_013825960.1	WP_013825960.1		EMC3/TMCO1 family protein		10668951	MSWAN_RS07180	564	187	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1569786	1570343	-						10668952	MSWAN_RS07185	558		old_locus_tag=MSWAN_1446
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1569786	1570343	-	WP_013825961.1	WP_013825961.1		adenylate kinase		10668952	MSWAN_RS07185	558	185	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1570344	1571696	-					secY	10668953	MSWAN_RS07190	1353		old_locus_tag=MSWAN_1447
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1570344	1571696	-	WP_173361661.1	WP_173361661.1		preprotein translocase subunit SecY	secY	10668953	MSWAN_RS07190	1353	450	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1571819	1572256	-						10668954	MSWAN_RS07195	438		old_locus_tag=MSWAN_1448
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1571819	1572256	-	WP_013825963.1	WP_013825963.1		50S ribosomal protein L15		10668954	MSWAN_RS07195	438	145	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1572369	1572827	-					rpmD	10668955	MSWAN_RS07200	459		old_locus_tag=MSWAN_1449
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1572369	1572827	-	WP_013825964.1	WP_013825964.1		50S ribosomal protein L30	rpmD	10668955	MSWAN_RS07200	459	152	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1572843	1573487	-					rpsE	10668956	MSWAN_RS07205	645		old_locus_tag=MSWAN_1450
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1572843	1573487	-	WP_013825965.1	WP_013825965.1		30S ribosomal protein S5	rpsE	10668956	MSWAN_RS07205	645	214	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1573487	1574068	-						10668957	MSWAN_RS07210	582		old_locus_tag=MSWAN_1451
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1573487	1574068	-	WP_013825966.1	WP_013825966.1		50S ribosomal protein L18		10668957	MSWAN_RS07210	582	193	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1574083	1574529	-						10668958	MSWAN_RS07215	447		old_locus_tag=MSWAN_1452
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1574083	1574529	-	WP_013825967.1	WP_013825967.1		50S ribosomal protein L19e		10668958	MSWAN_RS07215	447	148	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1574985	1575329	-						10668959	MSWAN_RS07220	345		old_locus_tag=MSWAN_1453
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1574985	1575329	-	WP_013825968.1	WP_013825968.1		50S ribosomal protein L32e		10668959	MSWAN_RS07220	345	114	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1575342	1575875	-						10668960	MSWAN_RS07225	534		old_locus_tag=MSWAN_1454
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1575342	1575875	-	WP_013825969.1	WP_013825969.1		50S ribosomal protein L6		10668960	MSWAN_RS07225	534	177	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1575885	1576277	-						10668961	MSWAN_RS07230	393		old_locus_tag=MSWAN_1455
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1575885	1576277	-	WP_048188013.1	WP_048188013.1		30S ribosomal protein S8		10668961	MSWAN_RS07230	393	130	
gene	protein_coding	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1576290	1576433	-						32173608	MSWAN_RS12490	144		old_locus_tag=MSWAN_1456
CDS	with_protein	GCF_000214725.1	Primary Assembly	chromosome		NC_015574.1	1576290	1576433	-	WP_013825971.1	WP_013825971.1		30S ribosomal protein S14		32173608	MSWAN_RS12490	144	47	
